'aeneid'	?:'Aeneis'
stank	?:etw. abriegeln
stanked	?:abgeriegelt
stanking	?:abriegelnd
stanley	?:Stanley
stannic	?:Zinn(IV)…: Stanni-…
stanniferous	?:zinnführend
stannite	?:Stannin
stannous	?:Zinn(II)…: Stanno-…
stanolone	?:5α-Dihydrotestosteron
stanza	?:Vers
stanzas	?:Verse
stapedectomy	?:Steigbügelentfernung
stapediotenotomy	?:Steigbügelmuskelsehnendurchtrennung
stapedius	?:Steigbügelmuskel
stapes	?:Steigbügel
staph	?:Staphylokokkus
staphs	?:Staphylokokken
staphylococci	?:Staphylokokken
staphylococcus	?:Staphylokokkus
staple	?:Grund…
stapled	?:geheftet
stapler	?:Hefter
staplers	?:Hefter
staples	?:Klammern
stapling	?:heftend
stapple	?:Blindschacht
star	?:Star
star-anise	?:Sternanis
star-crossed	?:unter unglücklichen Sternen stehend
star-dust	?:Meteoritenstaub
star-of-persia	?:Sternkugellauch
star-shaped	?:sternförmig
star-studded	?:starbesetzt
starblind	?:halbblind
starboard	?:Steuerbord
starburst	?:Strahlenkranz
starbursts	?:Sternenausbrüche
starch	?:Stärke
starched	?:steif
starchily	?:steif
starchiness	?:Stärke
starchy	?:steif
stardom	?:Ruhm
stardust	?:Schnee
stare	?:langer Blick
stared	?:starrte
stares	?:starrt
starfish	?:Seesterne
starflowers	?:Siebensterne
starfruit	?:Baumstachelbeere
stargazer	?:Sterndeuter
stargazers	?:Sterndeuter
stargazing	?:Sterndeuterei
staring	?:Ich hatte die Lösung die ganze Zeit vor Augen.
stark	?:klar
starkers	?:splitternackt
starkly	?:absolut
starkness	?:Schlichtheit
starless	?:sternlos
starlet	?:Sternchen
starlets	?:kommende Stars
starlight	?:Sternenlicht
starlights	?:Sternenlichter
starlike	?:sternförmig
starling	?:Star
starlings	?:Stare
starlit	?:sternenklar
starquake	?:Sternbeben
starred	?:mit einem Sternchen versehen
starring	?:mit einem Sternchen versehend
starry	?:Sternen…
starry-eyed	?:blauäugig
stars	?:Sterne
stars-of-bethlehem	?:Gelbsterne
starscreen	?:Sternsieb
starscreens	?:Sternsiebe
starshine	?:Sternenglanz
starstruck	?:hin und weg
start	?:Anfang
start-stop-apparatus	?:Geh-Steh-Schreiber
start-up	?:Gründung
started	?:begann
starter	?:Starter
starters	?:Starter
starthistles	?:Flockenblumen
starting	?:Start
startings	?:Starts
startle	?:erschrecken
startled	?:erschreckt
startles	?:schreckt auf
startline	?:Startzeile
startling	?:überraschend
startlingly	?:aufschreckend
starts	?:beginnt
startup	?:anspringen
starvation	?:Hungern
starve	?:verhungern
starved	?:verhungert
starveling	?:ausgemergelte Gestalt
starves	?:verhungert
starving	?:hungernd
starworts	?:Berufkräuter
stas	?:Ständer
stash	?:geheimer Vorrat
stashed	?:versteckt
stashing	?:versteckend
stasis	?:Stillstand
stat	?:sofort
state	?:Stand
state-controlled	?:staatlich
state-of-the-art	?:der anerkannte Stand der Messtechnik
state-owned	?:staatlich
state-run	?:staatlich
state-side	?:in den Staaten
statecraft	?:die hohe Kunst der Politik
stated	?:gesagt
statedly	?:festgesetzt
stateful	?:zustandsorientiert
statehood	?:Eigenstaatlichkeit
statehouse	?:Kapitol
statehouses	?:Kapitole
stateless	?:staatenlos
statelessness	?:Staatenlosigkeit
statelet	?:Kleinstaat
stateliness	?:Erhabenheit
stately	?:fürstlich
statement	?:Satz
statements	?:Aussagen
stateroom	?:Kabine
states	?:Staaten
stateside	?:in den Staaten
statesman	?:Staatsmann
statesmanlike	?:staatsmännisch
statesmanship	?:die hohe Kunst der Politik
statesmen	?:Staatsmänner
stateswoman	?:Staatsfrau
stateswomen	?:Staatsfrauen
statewide	?:landesweit
static	?:stationär
statical	?:stationär
statically	?:statisch
statices	?:Strandflieder
staticizer	?:Serien-Parallel-Umsetzer
staticizing	?:Befehlsübernahme
statics	?:Statik
stating	?:erklärend
station	?:Stand
stationarity	?:Stationarität
stationary	?:fest
stationed	?:aufgestellt
stationer	?:Schreibwarenhändler
stationer's	?:Schreibwarengeschäft
stationers	?:Schreibwarenhändler
stationery	?:Briefpapier
stationing	?:In-Stellung-Bringen
stationmaster	?:Bahnhofsvorsteher
stationmasters	?:Bahnhofsvorsteher
stations	?:Werke
statistic	?:Statistik
statistical	?:statistisch
statistically	?:statistisch gesehen
statistician	?:Statistiker
statisticians	?:Statistiker
statistics	?:Statistik
statolith	?:Hörstein
stator	?:Ständer
stators	?:Ständer
statoscope	?:Statoskop
statoscopes	?:Statoskope
stats	?:Statistiken
statuaries	?:Bildhauern
statuary	?:Bildhauer
statue	?:Statue
statues	?:Statuen
statuesque	?:wie eine Statue
statuette	?:Statuette
stature	?:Rang
statures	?:Gestalten
status	?:Stand
status-conscious	?:standesbewusst
statute	?:Gesetz
statute-barred	?:verjährt
statutes	?:Statuten
statutorily	?:gesetzlich
statutory	?:gesetzlich
staunch	?:entschieden
staunched	?:gestillt
staunches	?:stillt
staunching	?:stillend
staunchly	?:entschieden
staunchness	?:Treue
staurolite	?:Staurolith
stavanger	?:Stavanger
stave	?:System
staves	?:Stäbe
stavesacre	?:Mittelmeer-Rittersporn
staxis	?:Blutung
stay	?:bleiben
stay-at-home	?:Stubenhocker
staycation	?:Urlaub zu Hause
stayed	?:ich/er/sie blieb
stayer	?:Steher
stayes	?:hält sich auf
staying	?:Ich bleibe nicht länger hier!
stead	?:Stelle
steadfast	?:fest
steadfastly	?:standhaft
steadfastness	?:Beharrlichkeit
steadicam	?:Schwebestativ
steadied	?:fest gemacht
steadier	?:fester
steadiest	?:am festesten
steadily	?:stetig
steadiness	?:Zuverlässigkeit
steading	?:Bauernhof
steadings	?:Bauernhöfe
steads	?:Stellen
steady	?:fest
steady-state	?:Beharrungszustand
steadycam	?:Schwebestativ
steadying	?:wieder ins Gleichgewicht / ins Lot kommend
steak	?:Steak
steakhouse	?:Steakhaus
steal	?:Gelegenheit
stealer	?:Dieb
stealing	?:abwerbend
stealth	?:geheim
stealthier	?:heimlicher
stealthiest	?:am heimlichsten
stealthily	?:heimlich
stealthing	?:Stealthing
stealthy	?:heimlich
steam	?:Dampf
steam-clean	?:dampfstrahlen
steamboat	?:Dampfer
steamboats	?:Dampfer
steamed	?:gedämpft
steamer	?:Dampfer
steamers	?:Dampfer
steamier	?:feuchter
steamiest	?:am dunstigsten
steamily	?:dunstig
steaminess	?:Dampfigkeit
steaming	?:dampfend
steamrolled	?:überrollt
steamroller	?:Dampfwalze
steamrollered	?:überrollt
steamrollering	?:überrollend
steamrollers	?:Dampfwalzen
steamrolling	?:überrollend
steams	?:dampft
steamship	?:Dampfer
steamships	?:Dampfer
steamshovel	?:Löffelbagger
steamy	?:feucht
stearin	?:Stearin
steatite	?:Talk
steatorrhoea	?:Steatorrhoe
steatosis	?:Adipositas
steed	?:Ross
steeds	?:Rosse
steel	?:Stahl
steel-blue	?:stahlblau
steel-making	?:Stahlproduktion
steelhorse	?:Stahlross
steeliness	?:Härte
steelmaker	?:Stahlhersteller
steels	?:Stähle
steelwork	?:Stahlwerk
steelworker	?:Stahlarbeiter
steelworkers	?:Stahlarbeiter
steelworks	?:Stahlwerk
steely	?:hart
steelyard	?:Laufgewichtswaage
steelyards	?:Laufgewichtswaagen
steep	?:plötzlich
steep-sided	?:steil
steeped	?:gebadet
steepen	?:steil werden
steepened	?:steiler gemacht
steepening	?:steiler werdend
steepens	?:macht steiler
steeper	?:steiler
steepest	?:am steilsten
steephead	?:Entenwal
steepheads	?:Entenwale
steeping	?:einweichend
steeple	?:spitzer Kirchturm
steeple-shaped	?:spitzköpfig
steeplechase	?:Hindernislauf
steeplechasing	?:Jagdrennen
steepled	?:betürmt
steeplejack	?:Turmarbeiter
steeply	?:steil
steepness	?:Steilheit
steeps	?:weicht ein
steer	?:fliegen
steerable	?:steuerbar
steerage	?:Steuerung
steerance	?:Lenkung
steered	?:geführt
steering	?:Steuerung
steerings	?:Steuerungen
steersman	?:Rudergänger
steersmen	?:Rudergänger
steganography	?:Steganographie
stegnosis	?:Enge
stegnotic	?:Stopfmittel
stegnotics	?:Stopfmittel
stegosaur	?:Stegosaurus
stegosaurus	?:Stegosaurus
stein	?:Bierkrug
steins	?:Bierkrüge
stela	?:Stele
stelas	?:Stelen
stele	?:Stele
steles	?:Stelen
stellar	?:ausgezeichnet
stellarator	?:Stellarator
stellular	?:sternförmig
stem	?:Stamm
stem-clasping	?:stängelumfassend
stemflow	?:Stammabfluss
stemmed	?:gekommen
stemming	?:kommend
stems	?:hält auf
stemware	?:Stielgläser
stench	?:Gestank
stencil	?:Schablone
stenciled	?:schabloniert
stenciling	?:Schablonenbeschriftung
stencilling	?:Maskentechnik
stencils	?:Schablonen
steno	?:Steno
stenocephalia	?:Schmalköpfigkeit
stenocephalous	?:schmalköpfig
stenocephalus	?:Schmalkopf
stenochoria	?:Tränengangeinengung
stenograph	?:Stenografiermaschine
stenographer	?:Gerichtsschreiber
stenographers	?:Gerichtsschreiber
stenographic	?:stenographisch
stenographical	?:stenographisch
stenographically	?:stenographisch
stenography	?:Steno
stenohaline	?:stenohalin
stenosis	?:Enge
stenotype	?:Stenografiermaschine
stenotypist	?:Stenotypistin
stenotypists	?:Stenotypisten
stent	?:Stent
stentered	?:aufgespannt
stentering	?:aufrahmend
stenting	?:Pfeilerdurchhieb
stentorian	?:überlaut
stents	?:Stents
step	?:gehen
step-by-step	?:Stufen…
step-danced	?:gesteppt
stepbrother	?:Stiefbruder
stepbrothers	?:Stiefbrüder
stepchild	?:Stiefkind
stepchildren	?:Stiefkinder
stepdad	?:Stiefvater
stepdads	?:Stiefväter
stepdaughter	?:Stieftochter
stepdaughters	?:Stieftöchter
stepfather	?:Stiefvater
stepfathers	?:Stiefväter
stephanite	?:Schwarzgültigerz
stepladder	?:Stufenleiter
stepladders	?:Stufenleitern
steplike	?:stufenartig
stepmom	?:Stiefmutter
stepmoms	?:Stiefmütter
stepmother	?:Stiefmutter
stepmotherly	?:stiefmütterlich
stepmothers	?:Stiefmütter
stepmum	?:Stiefmutter
stepmums	?:Stiefmütter
stepparents	?:Stiefeltern
steppe	?:Steppe
stepped	?:gegangen
steppeland	?:Steppenland
stepper	?:Stepper
steppes	?:Steppen
stepping	?:Schritt…
steppingstone	?:Sprungbrett
steppingstones	?:Sprungbretter
steppisation	?:Versteppung
steppization	?:Versteppung
steps	?:Schritte
stepsiblings	?:Stiefgeschwister
stepsister	?:Stiefschwester
stepsisters	?:Stiefschwestern
stepson	?:Stiefsohn
stepsons	?:Stiefsöhne
stepwise	?:schrittweise
steradiancy	?:Strahldichte
stereo	?:Stereo
stereoagnosis	?:Tastsinnlähmung
stereoanaesthesia	?:Tastsinnlähmung
stereocaster	?:Gießapparat
stereochemical	?:stereochemisch
stereochemistry	?:Stereochemie
stereoisomer	?:Stereoisomer
stereoisomers	?:Stereoisomere
stereometry	?:Geometrie der räumlichen Gebilde
stereomicroscope	?:Stereomikroskop
stereophonic	?:stereophon
stereophonically	?:stereophonisch
stereophony	?:Stereophonie
stereopsis	?:räumliches Sehen
stereos	?:Stereoanlagen
stereoscope	?:Stereoskop
stereoscopes	?:Stereoskope
stereoscopic	?:stereoskopisch
stereoscopically	?:stereoskopisch
stereospecific	?:stereospezifisch
stereospecificity	?:stereochemische Spezifität
stereotomy	?:Stereotomie
stereotype	?:typisch
stereotyped	?:typisch
stereotypes	?:Klischees
stereotypical	?:stereotypisch
stereotypically	?:stereotypisch
stereotyping	?:abklatschend
stereotypy	?:Stereotypie
sterile	?:steril
sterilely	?:steril
sterileness	?:Fruchtlosigkeit
sterilisation	?:Sterilisation
sterilisations	?:Sterilisationen
sterilised	?:sterilisiert
sterilises	?:sterilisiert
sterilising	?:sterilisierend
sterility	?:Sterilität
sterilization	?:Sterilisation
sterilizations	?:Sterilisationen
sterilize	?:einen Menschen/ein Tier sterilisieren
sterilized	?:sterilisiert
sterilizer	?:Sterilisator
sterilizers	?:Sterilisatoren
sterilizes	?:sterilisiert
sterilizing	?:sterilisierend
steristrip	?:Wundnahtstreifen
sterling	?:gediegen
stern	?:streng
sternal	?:Brustbein…
sternbergite	?:Sternbergit
sterndrive	?:Z-Antrieb
sterngergia	?:Goldbecher
sternly	?:streng
sternness	?:Strenge
sterno	?:Brennpaste
sternocleidomastoid	?:Kopfwender
sternotomy	?:Sternotomie
sternpost	?:Achtersteven
sterns	?:Hecke
sternson	?:Hinterstevenknie
sternum	?:Brustbein
sternums	?:Brustbeine
sternutation	?:Niesen
sternway	?:Fahrt nach achtern
steroid	?:Steroid
steroidal	?:superstark
steroids	?:Steroide
stertorous	?:röchelnd
stertorously	?:röchelnd
stethoscope	?:Stethoskop
stethoscopes	?:Stethoskope
stethoscopic	?:stethoskopisch
stethoscopically	?:stethoskopisch
stethoset	?:Kinnbügelempfänger
stethosets	?:Kinnbügelempfänger
stetson	?:Stetson
stevedore	?:Stauer
stevedores	?:Stauern
stevia	?:Stevia
stevias	?:Stevien
stew	?:unangenehme Lage
steward	?:Ordner
stewardess	?:Stewardess
stewardesses	?:Stewardessen
stewards	?:Ordner
stewardship	?:Verwaltung
stewardships	?:Rentämter
stewed	?:gedämpft
stewing	?:schmorend
stewpan	?:Bratentopf
stewpans	?:Bratentöpfe
stewpot	?:Bräter
stewpots	?:Bräter
stews	?:dämpft
stiberite	?:Boronatroncalcit
stibnite	?:Antimonit
stibosamine	?:Stibosamin
stiching	?:Heftung
stichomythia	?:Zeilenrede
stichomythic	?:stichomythisch
stichomythy	?:Zeilenrede
stick	?:Stecken
stick-in-the-mud	?:von gestern
stick-slip	?:Ruck-Gleiten
stick-up	?:Überfall
sticked	?:beklebt
sticker	?:Aufkleber
stickers	?:Aufkleber
stickier	?:klebriger
stickiest	?:am klebrigsten
stickily	?:klebrig
stickiness	?:Schwüle
sticking	?:ansteckend
stickle	?:verfechten
stickleafs	?:Mentzelien
stickleback	?:Stichling
stickled	?:verfechtete
stickler	?:Verfechter
sticklers	?:Verfechter
stickles	?:verfechtet
sticklewort	?:Ackerkraut
stickling	?:verfechtend
sticks	?:bringt an
stickseeds	?:Igelsamen
stickweed	?:wilder Hanf
stickwort	?:Ackerkraut
sticky	?:schwierig
stickyjack	?:Klettenlabkraut
stickyleaf	?:Klettenlabkraut
stickyweed	?:Klettenlabkraut
stickywilly	?:Klettenlabkraut
sties	?:Schweinebuchten
stiff	?:fest
stiffen	?:stärken
stiffened	?:verstärkt
stiffener	?:steife Einlage
stiffeners	?:Futterbleche
stiffening	?:steife Einlage
stiffenings	?:Verstrebungen
stiffens	?:wird steif
stiffgrasses	?:Steifgräser
stiffie	?:Latte
stiffing	?:Versteifung
stiffings	?:Verstrebungen
stiffly	?:stark
stiffness	?:Stärke
stiffs	?:Leichen
stiffy	?:Latte
stifle	?:ersticken
stifled	?:behindert
stifles	?:erstickt
stifling	?:stickig
stigma	?:Makel
stigmas	?:Makel
stigmata	?:Stigmata
stigmatic	?:stigmatisch
stigmatical	?:stigmatisch
stigmatisation	?:Stigmatisierung
stigmatise	?:brandmarken
stigmatised	?:gebrandmarkt
stigmatising	?:brandmarkend
stigmatization	?:Stigmatisierung
stigmatize	?:brandmarken
stigmatized	?:gebrandmarkt
stigmatizing	?:brandmarkend
stigmator	?:Stigmatorspule
stigmators	?:Stigmatorspulen
stilbite	?:Stilbit
stile	?:Fries
stiles	?:Trittleitern
stiletto	?:spitzer Absatz
stilettoes	?:Stilette
stilettos	?:spitze Absätze
still	?:noch
still-hunting	?:Anschleichen
stillage	?:Palette
stillages	?:Paletten
stillbirth	?:Stillgeburt
stillbirths	?:Stillgeburten
stillborn	?:unrealistisch
stilled	?:beruhigt
stilling	?:beruhigend
stilllife	?:Stillleben
stillness	?:Stille
stills	?:beruhigt
stillwater	?:Stillwasser
stilly	?:regungslos
stilpnomelane	?:Stilpnomelan
stilt	?:Stütze
stilted	?:gesprengt
stiltedly	?:geziert
stiltedness	?:Geziertheit
stilting	?:überhöhend
stilts	?:Stützen
stimulant	?:anregend
stimulantly	?:anregend
stimulants	?:anregende Stoffe
stimulate	?:erregen
stimulated	?:angeregt
stimulates	?:erregt
stimulating	?:anregend
stimulation	?:Anregung
stimulations	?:Anregungen
stimulative	?:anregend
stimulator	?:Anreger
stimulators	?:Anreger
stimuli	?:Anregungen
stimulus	?:Antrieb
sting	?:Brennen
stinger	?:Schlag
stingers	?:Schläge
stingily	?:geizig
stinginess	?:Kleinlichkeit
stinging	?:scharf
stingingly	?:scharf
stingray	?:Stachelrochen
stingrays	?:Stachelrochen
stings	?:Stiche
stingy	?:geizig
stink	?:er/sie/es stinkt
stinker	?:Schweinehund
stinkers	?:Stinker
stinking	?:widerlich
stinkingly	?:widerlich
stinkingness	?:Widerlichkeit
stinkpot	?:Stinker
stinkstone	?:Stinkkalk
stinkweed	?:Acker-Hellerkraut
stinky	?:stinkend
stint	?:Arbeit
stinted	?:knapp
stinting	?:knapphaltend
stints	?:spart
stipend	?:Gehalt
stipple	?:Tupfentechnik
stippled	?:tüpfelte
stipples	?:tüpfelt
stippling	?:Perlschliff
stipulated	?:verlangt
stipulates	?:setzt fest
stipulating	?:fordernd
stipulation	?:Auflage
stipulations	?:Bedingungen
stipulatory	?:festgelegt
stipule	?:Nebenblatt
stipules	?:Nebenblätter
stir	?:kleine Bewegung
stir-craziness	?:Lagerkoller
stir-fry	?:Pfanne
stir-frying	?:Braten im Wok
stiring	?:rührend
stirlessness	?:Bewegungslosigkeit
stirps	?:Geschlecht
stirred	?:sich bewegt
stirrer	?:Unruhestifter
stirrers	?:Unruhestifter
stirring	?:spannend
stirringly	?:rührend
stirrup	?:Bügel
stirrups	?:Bügel
stirs	?:rührt
stishovite	?:Stishovit
stitch	?:Muster
stitch-bird	?:Hihi
stitch-up	?:Komplott
stitched	?:genäht
stitcher	?:Hefter
stitchers	?:Hefter
stitches	?:Maschen
stitching	?:Versteppung
stitchworts	?:Mieren
stoa	?:griechisch-hellenistische Säulenhalle
stoat	?:Großes Wiesel
stochastic	?:zufällig
stochastical	?:zufällig
stock	?:Lager
stock-account	?:Bestandskonto
stock-in-trade	?:Warenbestand
stock-keeper	?:Lagerist
stock-keeping	?:Lagerhaltung
stock-receipt	?:Wareneingang
stock-sized	?:stoffgeleimt
stock-still	?:regungslos
stockade	?:Militärgefängnis
stockades	?:Militärgefängnisse
stockbreeder	?:Viehzüchter
stockbreeders	?:Viehzüchter
stockbroker	?:Börsenmakler
stockbrokers	?:Börsenmakler
stockbroking	?:Wertpapierhandel
stocked	?:geführt
stocker	?:Regalbefüller
stockfish	?:Stockfisch
stockholder	?:Gesellschafter
stockholders	?:Gesellschafter
stockholding	?:Aktienbesitz
stockholm	?:Stockholm
stockiness	?:Stämmigkeit
stockinet	?:Trikot
stocking	?:führend
stockinged	?:in Strümpfen
stockings	?:Strümpfe
stockist	?:Fachhändler
stockjobber	?:Börsenspekulant
stockjobbers	?:Börsenspekulanten
stockkeeper	?:Lagerist
stockkeepers	?:Lagerverwalter
stocklist	?:Börsenzettel
stocklists	?:Börsenzettel
stockman	?:Hirte
stockmen	?:Hirten
stockpile	?:Arsenal
stockpiles	?:Halden
stockpiling	?:Bevorratung
stockpot	?:Suppentopf
stockroom	?:Lager
stockrooms	?:Lager
stocks	?:Aktien
stocktaking	?:Bilanz
stockturn	?:Lagerumschlag
stockturns	?:Lagerumschläge
stocky	?:gedrungen
stockyard	?:Viehhof
stockyards	?:Stapelplätze
stodge	?:Pampe
stodgily	?:ungelenk
stodginess	?:Unverdaulichkeit
stodgy	?:schwer
stoep	?:Veranda
stoeps	?:Veranden
stogie	?:Stumpen
stogies	?:Stumpen
stogy	?:Stumpen
stoic	?:stoisch
stoical	?:stoisch
stoically	?:stoisch
stoichiometric	?:stöchiometrisch
stoichiometry	?:Stöchiometrie
stoicism	?:Gleichmut
stoics	?:Stoiker
stoke	?:schüren
stoked	?:geschürt
stoker	?:Heizer
stokers	?:Heizer
stokes	?:schürt
stoking	?:schürend
stole	?:Stola
stolen	?:gestohlen
stolid	?:stur
stoliditiy	?:Sturheit
stolidity	?:Trägheit
stolidly	?:stur
stolidness	?:Sturheit
stollen	?:Stollen
stolon	?:Stolo
stolons	?:Stolonen
stolperstein	?:Stolperstein
stoltenberg	?:Stoltenberg
stolzite	?:Scheelbleierz
stoma	?:Stoma
stomach	?:Magen
stomach-clenching	?:bei dem es einem den Magen zusammenzieht
stomacher	?:Stecker
stomachers	?:Stecker
stomachic	?:Magen…
stomachodynia	?:Magenschmerzen
stomachs	?:Mägen
stomata	?:Spaltöffnungen
stomatitis	?:Stomatitis
stomatological	?:stomatologisch
stomatopathy	?:Mundhöhlenerkrankung
stomatoplastic	?:mundbildend
stomatopods	?:Heuschreckenkrebse
stomatoscope	?:Mundspiegel
stomatoscopes	?:Mundspiegel
stomatoscopy	?:Mundspiegelung
stomatosis	?:Mundhöhlenerkrankung
stomp	?:Bolzen
stomped	?:gestampft
stomping	?:stapfend
stone	?:Stein
stone-cold	?:eiskalt
stone-dead	?:mausetot
stone-faced	?:mit steinerner Miene
stone-ground	?:mit Mühlsteinen gemahlen
stonebrood	?:Steinbrut
stonecresses	?:Steintäschel
stonecrops	?:Mauerpfeffer
stonecutter	?:Steinmetz
stoned	?:betrunken
stonehenge	?:Stonehenge
stonemason	?:Steinmetz
stoner	?:Kiffer
stones	?:Steine
stoneseeds	?:Steinsamen
stonewalk	?:Plattenweg
stonewalks	?:Plattenwege
stonewall	?:mauern
stonewalled	?:behindert
stonewalling	?:ausweichend
stonewalls	?:mauert
stoneware	?:Steinzeug
stonework	?:Mauern
stoneworking	?:Steinbearbeitung
stonily	?:starr
stoniness	?:Härte
stoning	?:Steinigung
stonings	?:Steinigungen
stonking	?:verdammt
stony	?:steinig
stony-faced	?:mit steinerner Miene
stood	?:ich/er/sie stand
stooge	?:der Dumme
stooges	?:Vasallen
stook	?:Hocke
stooks	?:Hocken
stool	?:Stuhl
stoolie	?:Denunziant
stoolies	?:Denunzianten
stoolpigeon	?:Denunziant
stoolpigeons	?:Denunzianten
stools	?:Stuhl
stoop	?:Buckel
stooped	?:gebückt
stooping	?:sich vorbeugend
stoops	?:Buckel
stop	?:Halt
stop-and-check	?:Planquadrat-Aktion
stop-and-search	?:Anhaltekontrolle
stop-board	?:Haltetafel
stop-cam	?:Anschlagnocken
stop-cock	?:Absperrhahn
stop-hit	?:Vorhieb
stop-lock	?:Sicherheitsschloss
stop-loss	?:Kurslimit
stop-off	?:Zwischenstopp
stop-press	?:Nach Redaktionsschluss eingelangt
stopcock	?:Absperrhahn
stopcocks	?:Absperrhähne
stope	?:Abbau
stoper	?:Säulenbohrhammer
stopes	?:Grubenbaue
stopgap	?:Ersatz auf Zeit
stopgaps	?:Provisorien
stoping	?:Strossenabbau
stoplight	?:Stopplicht
stoplights	?:Stopplichter
stopover	?:Halt
stoppable	?:aufhaltbar
stoppage	?:Einstellung
stoppages	?:Ausfälle
stopped	?:Halt gemacht
stopper	?:Verschluss
stoppered	?:zugestöpselt
stoppering	?:zustöpselnd
stoppers	?:Pfropfen
stopping	?:Abbruch
stoppled	?:zugestöpselt
stoppling	?:zustöpselnd
stops	?:stellt ein
stops-and-searches	?:Anhaltekontrollen
stopwatch	?:Stoppuhr
stopwatches	?:Stoppuhren
storable	?:lagerfähig
storage	?:Speicher
storages	?:Speicherungen
storaxes	?:Storaxbäume
store	?:Laden
store-keeper	?:Magazinverwalter
stored	?:gespeichert
storefront	?:Schaufenster
storehouse	?:Lager
storehouses	?:Lager
storekeeper	?:Ladenbesitzer
storekeepers	?:Ladenbesitzer
storeroom	?:Abstellraum
storerooms	?:Abstellräume
stores	?:Material
storey	?:Stockwerk
storey-high	?:geschosshoch
storeys	?:Stockwerke
storiation	?:szenische Darstellungen
storied	?:sagenumwoben
stories	?:Geschichten
storing	?:Speichern
stork	?:Storch
storks	?:Störche
storksbill	?:Storchschnabel
storksbills	?:Pelargonien
storm	?:Sturm
storm-battered	?:sturmgebeutelt
storm-proof	?:sturmerprobt
storm-tossed	?:vom Sturm getrieben
stormcoat	?:Allwettermantel
stormed	?:gestürmt
stormflies	?:Fransenflügler
stormflow	?:direkter Abfluss
stormier	?:stürmischer
stormiest	?:am stürmischsten
stormily	?:stürmisch
storminess	?:Sturmaktivität
storming	?:Erstürmung
storms	?:Stürme
stormy	?:stürmisch
story	?:Geschichte
story-high	?:geschosshoch
storyboard	?:Storyboard
storyboards	?:Storyboards
storybook	?:Märchenbuch
storybooks	?:Märchenbücher
storyline	?:Handlungsstrang
storylines	?:Handlungsstränge
storyteller	?:Geschichtenerzähler
storytellers	?:Geschichtenerzähler
storytelling	?:Geschichtenerzählen
stoup	?:Weihwasserbecken
stoush	?:Prügelei
stoushed	?:sich geschlagen
stoushes	?:Prügeleien
stoushing	?:sich schlagend
stout	?:stark
stout-hearted	?:beherzt
stouter	?:dicker
stoutest	?:am dicksten
stoutly	?:entschieden
stoutness	?:Beleibtheit
stovaine	?:Amylocain
stove	?:Ofen
stove-building	?:Hafnerei
stove-enamel	?:Einbrennlackierung
stove-fitting	?:Hafnerei
stove-making	?:Hafnerei
stovepipe	?:Zylinder
stovepipes	?:Zylinder
stovepiping	?:ungefilterter vertikaler Informationsfluss
stoves	?:Herde
stovetop	?:Herdplatte
stovetops	?:Herdplatten
stoving	?:Festbrennen
stow	?:etw. versetzen
stowage	?:Verstauen
stowaway	?:blinder Passagier
stowed	?:versetzt
stowing	?:Stopfversatz
strabism	?:Schielen
strabismus	?:Schielen
straddle	?:Bolzen
straddled	?:sich erstreckt
straddles	?:erstreckt sich
straddling	?:grätschend
stradivarius	?:Stradivari
strafe	?:Tiefflugbeschuss
strafed	?:im Tiefflug beschossen
strafer	?:Tiefflieger
strafers	?:Tiefflieger
strafing	?:Tiefflugangriffe
straggle	?:umherstreifen
straggled	?:streifte umher
straggler	?:Nachzügler
stragglers	?:Trödler
straggles	?:streift umher
straggling	?:zurückgeblieben
straggly	?:zerzaust
straight	?:Gerade
straight-edge	?:Richtscheit
straight-laced	?:spießig
straight-line	?:geradlinig
straightaway	?:gleich
straightedge	?:Lineal
straightedges	?:Kantenlineale
straighten	?:gerade werden
straightened	?:wurde gerade
straightener	?:Wabengleichrichter
straighteners	?:Wabengleichrichter
straightening	?:Richten
straightenings	?:Begradigungen
straightens	?:wird gerade
straighter	?:ordentlicher
straightest	?:am saubersten
straightforward	?:einfach
straightforwardly	?:ehrlich
straightforwardness	?:Ehrlichkeit
straightjacket	?:Zwangsjacke
straightjackets	?:Zwangsjacken
straightly	?:gerade
straightness	?:Geradlinigkeit
straightness-tolerance	?:Geradheitstoleranz
straightway	?:gleich
strain	?:Art
strain-hardened	?:kaltverfestigt
strain-hardening	?:kaltverfestigend
strain-relieved	?:zugentlastet
strained	?:beansprucht
strainer	?:Abseiher
strainers	?:Abseiher
straining	?:anstrengend
strainometer	?:Dehnungsmesser
strainometers	?:Dehnungsmesser
strains	?:Klang
strait	?:Straße
strait-laced	?:spießig
straiten	?:beschränken
straitened	?:beschränkt
straitening	?:beschränkend
straitens	?:beschränkt
straitjacket	?:Zwangsjacke
straitjackets	?:Zwangsjacken
straits	?:Straße
strake	?:Planke
stralsund	?:Stralsund
stramma	?:Diss
strand	?:Art
stranded	?:in Not
stranding	?:Scheitern
strands	?:Strände
strange	?:komisch
strangelet	?:seltsame Materie
strangely	?:komisch
strangeness	?:Absonderlichkeit
stranger	?:Ich kenne ihn ganz gut.
strangers	?:Fremde
strangest	?:am seltsamsten
strangle	?:würgen
strangled	?:erwürgt
stranglehold	?:Würgegriff
strangleholds	?:Würgegriffe
strangler	?:Würger
stranglers	?:Würger
strangles	?:erdrosselt
strangling	?:erdrosselnd
strangulate	?:abschnüren
strangulated	?:schnürte ab
